method,num_samples,psnr_mean,psnr_std,ssim_mean,ssim_std,mse_mean,mse_std,mae_mean,mae_std,raw_psnr_mean,raw_psnr_std,raw_ssim_mean,raw_ssim_std,raw_mse_mean,raw_mse_std,raw_mae_mean,raw_mae_std
input_dirty,1272,11.233436824196744,3.143965296046756,0.27478150062966694,0.20068909063894547,0.09326072980184108,0.05552379404375806,0.23989094394909324,0.08288882873772314,4.350748885639176,9.560420606919962,-0.0017104728833066084,0.0682658223077929,18.31233119075386,103.09128591679172,1.2607648203437913,3.686924689911629
input_sd,1272,19.036675543922563,3.1715928649166636,0.6623393142431562,0.15121653131496277,0.015924059749751515,0.011364159589702454,0.08728743827046603,0.03690573642970803,-9.783958155875544,5.907365175443698,0.05117991943028268,0.02616523146091207,4038.6777757240807,25803.69349492752,16.11221154102669,53.44373256098388
